,FpExecTime,FpTransformRuleTime,FpTotalTime,FpSupportAvg,FpConfAvg,nbNotNull,nnAvgSupp,nnAvgConf,nnFindInFp,FpFindInnn,timeTraining,timeCreatingRule,timeComputingMeasure,iter,goalLoss,nbEpoch
0,99.20641922950745,8.742000102996826,107.94841933250427,0.09213261648745519,0.6958817204301075,280,0.04389537391104334,0.5794584166065382,0.0,0.01,1.8191461563110352,0.40799403190612793,0.0,0,1.0,0
1,99.20641922950745,8.742000102996826,107.94841933250427,0.09213261648745519,0.6958817204301075,280,0.04389537391104334,0.5794584166065382,0.0,0.01,0.5672416687011719,0.3807859420776367,0.0,1,1.0,0
2,99.20641922950745,8.742000102996826,107.94841933250427,0.09213261648745519,0.6958817204301075,280,0.04389537391104334,0.5794584166065382,0.0,0.01,0.5602989196777344,0.38580799102783203,0.0,2,1.0,0
3,99.20641922950745,8.742000102996826,107.94841933250427,0.09213261648745519,0.6958817204301075,280,0.04389537391104334,0.5794584166065382,0.0,0.01,0.5898711681365967,0.3851306438446045,0.0,3,1.0,0
4,99.20641922950745,8.742000102996826,107.94841933250427,0.09213261648745519,0.6958817204301075,280,0.04389537391104334,0.5794584166065382,0.0,0.01,0.5812184810638428,0.4050748348236084,0.0,4,1.0,0
5,99.20641922950745,8.742000102996826,107.94841933250427,0.09213261648745519,0.6958817204301075,280,0.04389537391104334,0.5794584166065382,0.0,0.01,0.5790233612060547,0.40700221061706543,0.0,5,1.0,0
6,99.20641922950745,8.742000102996826,107.94841933250427,0.09213261648745519,0.6958817204301075,280,0.04389537391104334,0.5794584166065382,0.0,0.01,0.567502498626709,0.40550780296325684,0.0,6,1.0,0
7,99.20641922950745,8.742000102996826,107.94841933250427,0.09213261648745519,0.6958817204301075,280,0.04389537391104334,0.5794584166065382,0.0,0.01,0.5625815391540527,0.3965444564819336,0.0,7,1.0,0
8,99.20641922950745,8.742000102996826,107.94841933250427,0.09213261648745519,0.6958817204301075,280,0.04389537391104334,0.5794584166065382,0.0,0.01,0.5310845375061035,0.3859527111053467,0.0,8,1.0,0
9,99.20641922950745,8.742000102996826,107.94841933250427,0.09213261648745519,0.6958817204301075,280,0.04389537391104334,0.5794584166065382,0.0,0.01,0.5399203300476074,0.37907934188842773,0.0,9,1.0,0
10,96.05009937286377,8.650056838989258,104.70015621185303,0.09213261648745519,0.6958817204301075,280,0.0827628590322302,0.745475781793728,0.3,0.46,0.30112314224243164,0.3979017734527588,0.7939987182617188,0,0.1,0
11,96.05009937286377,8.650056838989258,104.70015621185303,0.09213261648745519,0.6958817204301075,280,0.0827628590322302,0.745475781793728,0.3,0.46,0.3449532985687256,0.39905428886413574,0.80299973487854,1,0.1,0
12,96.05009937286377,8.650056838989258,104.70015621185303,0.09213261648745519,0.6958817204301075,280,0.0827628590322302,0.745475781793728,0.3,0.46,0.31507134437561035,0.3989543914794922,0.7570004463195801,2,0.1,0
13,96.05009937286377,8.650056838989258,104.70015621185303,0.09213261648745519,0.6958817204301075,280,0.0827628590322302,0.745475781793728,0.3,0.46,0.3059842586517334,0.4070262908935547,0.7810001373291016,3,0.1,0
14,96.05009937286377,8.650056838989258,104.70015621185303,0.09213261648745519,0.6958817204301075,280,0.0827628590322302,0.745475781793728,0.3,0.46,0.29996347427368164,0.40503597259521484,0.7820000648498535,4,0.1,0
15,96.05009937286377,8.650056838989258,104.70015621185303,0.09213261648745519,0.6958817204301075,280,0.0827628590322302,0.745475781793728,0.3,0.46,0.30300307273864746,0.38302063941955566,0.7879993915557861,5,0.1,0
16,96.05009937286377,8.650056838989258,104.70015621185303,0.09213261648745519,0.6958817204301075,280,0.0827628590322302,0.745475781793728,0.3,0.46,0.30914735794067383,0.39388275146484375,0.7649984359741211,6,0.1,0
17,96.05009937286377,8.650056838989258,104.70015621185303,0.09213261648745519,0.6958817204301075,280,0.0827628590322302,0.745475781793728,0.3,0.46,0.3021245002746582,0.3989229202270508,0.7679998874664307,7,0.1,0
18,96.05009937286377,8.650056838989258,104.70015621185303,0.09213261648745519,0.6958817204301075,280,0.0827628590322302,0.745475781793728,0.3,0.46,0.3949739933013916,0.39902710914611816,0.8072834014892578,8,0.1,0
19,96.05009937286377,8.650056838989258,104.70015621185303,0.09213261648745519,0.6958817204301075,280,0.0827628590322302,0.745475781793728,0.3,0.46,0.3130912780761719,0.3929595947265625,0.7619991302490234,9,0.1,0
20,95.63715672492981,8.707008600234985,104.3441653251648,0.09213261648745519,0.6958817204301075,280,0.08080879544250347,0.7290268097305425,0.31,0.46,0.30466175079345703,0.39536142349243164,0.7937493324279785,0,0.05,0
21,95.63715672492981,8.707008600234985,104.3441653251648,0.09213261648745519,0.6958817204301075,280,0.08080879544250347,0.7290268097305425,0.31,0.46,0.3031024932861328,0.39295077323913574,0.768998384475708,1,0.05,0
22,95.63715672492981,8.707008600234985,104.3441653251648,0.09213261648745519,0.6958817204301075,280,0.08080879544250347,0.7290268097305425,0.31,0.46,0.4030189514160156,0.39498233795166016,0.8020000457763672,2,0.05,0
23,95.63715672492981,8.707008600234985,104.3441653251648,0.09213261648745519,0.6958817204301075,280,0.08080879544250347,0.7290268097305425,0.31,0.46,0.3250312805175781,0.39697813987731934,0.7780005931854248,3,0.05,0
