,Unnamed: 0,FpExecTime,FpTransformRuleTime,FpTotalTime,FpSupportAvg,FpConfAvg,nbNotNull,nnAvgSupp,nnAvgConf,nnFindInFp,FpFindInnn,timeTraining,timeCreatingRule,timeComputingMeasure,iter,goalLoss,nbEpoch,Unnamed: 0,iter,timeNSGAII,avgSuppNSGAII,avgConfNSGAII,nbRules,NSGAIIFindInFp,FpFindInNSGAII,NSGAIINbNotNull
0,0,108.72988152503969,8.905728101730347,117.63560962677002,0.0921326164874551,0.6958817204301075,280,0.0848523619217388,0.7706100325570724,0.28,0.41,0.3560447692871094,0.4309782981872558,2.599294900894165,0,0.1,0,0,0,1171.588425397873,0.0472225077819921,0.7747844075540576,278,0.02,0.02,278
1,1,111.1384174823761,8.995142698287964,120.13356018066406,0.0921326164874551,0.6958817204301075,280,0.0832607704534905,0.7646592755670846,0.28,0.42,0.3439087867736816,0.4590945243835449,0.7705879211425781,1,0.1,0,1,1,724.4396860599518,0.0485630643870516,0.7700589546864123,278,0.02,0.02,277
2,2,104.4891803264618,8.651503324508667,113.14068365097046,0.0921326164874551,0.6958817204301075,280,0.0845927784874335,0.7400347758515289,0.32,0.48,0.3295767307281494,0.4484255313873291,0.8410427570343018,2,0.1,0,2,2,783.2948558330536,0.0489458927797991,0.7762070266690249,217,0.02,0.03,216
3,3,104.69633173942566,8.731772661209106,113.42810440063477,0.0921326164874551,0.6958817204301075,280,0.0811819466293172,0.7205285654191486,0.33,0.48,0.3219139575958252,0.4361727237701416,0.9025285243988036,3,0.1,0,3,3,812.2104032039642,0.0441996209868566,0.7665844075821285,228,0.02,0.03,228
4,4,104.52621507644652,8.752079486846924,113.27829456329346,0.0921326164874551,0.6958817204301075,280,0.081716207946046,0.7421347766824267,0.3,0.46,0.3210852146148681,0.4179413318634033,0.8870449066162109,4,0.1,0,4,4,827.974038362503,0.0464333975446364,0.7786567810661101,263,0.03,0.03,263
5,5,104.7463858127594,8.728157758712769,113.47454357147215,0.0921326164874551,0.6958817204301075,280,0.0861614715752031,0.75634130225188,0.33,0.49,0.3250255584716797,0.4059977531433105,0.8901796340942383,5,0.1,0,5,5,962.0690183639526,0.0465574129634481,0.8044995784560144,284,0.03,0.02,284
6,6,104.60621619224548,8.807000875473022,113.4132170677185,0.0921326164874551,0.6958817204301075,280,0.0852884579840388,0.7696047568337038,0.3,0.46,0.323007583618164,0.4229664802551269,0.9068801403045654,6,0.1,0,6,6,1354.687533378601,0.0457817341299421,0.7846965838027865,287,0.03,0.02,287
7,7,103.35115051269533,8.73601508140564,112.08716559410097,0.0921326164874551,0.6958817204301075,280,0.0847976317118952,0.7621936084139327,0.28,0.44,0.3079237937927246,0.4111018180847168,0.7779998779296875,7,0.1,0,7,7,1386.242225408554,0.0488418152316643,0.8066325385962689,262,0.01,0.01,262
8,8,107.14532589912416,8.652007818222046,115.7973337173462,0.0921326164874551,0.6958817204301075,280,0.0816153729252834,0.7556949790981017,0.25,0.38,0.313976526260376,0.4190242290496826,0.7789995670318604,8,0.1,0,8,8,875.0769255161285,0.0444547220465196,0.7661225190269136,256,0.02,0.02,256
9,9,104.01756930351256,8.636013746261597,112.65358304977416,0.0921326164874551,0.6958817204301075,280,0.0843258018540499,0.7577569823274808,0.31,0.46,0.3170902729034424,0.4259345531463623,0.7849998474121094,9,0.1,0,9,9,894.6234347820282,0.0457623153707222,0.7862901796792401,264,0.02,0.02,263
